StoreID|TRANSACTION_ID|Date|TRANS_HOUR|TRANS_MINUTE|CASHIER_NUMBER|TERMINAL_NUMBER|UPC|Name|CATEGORY|CATEGORY_SUB_KEY_Name|DEPT_KEY_Name|DEPT_MASTER_KEY_Name|Quantity|Price|Sales|DAY_KEY|FiscalMonth|FiscalQtr|FiscalYear
6745|20181006430116|2018-10-06|8|21|115|4|78616207000|GLACEAU VITAMINWATER F|BEVERAGE & MIXES|WATER-BTTLD FLV 20-50 Z-W|GROCERY FS|Grocery|1|1.48|1.48|20181006|10|4|2018
6745|20181006433102|2018-10-06|9|11|110|4|9674996030|O MARAS IRISH COUNTRY|WINE|DSD WINEDESSERT|GROCERY  WINE|Grocery|1|11.59|11.59|20181006|10|4|2018
6745|20181006433399|2018-10-06|9|16|150|6|1540001841|WF GARBANZO BEANS|CANNED BEANS|BEANS MISC CANNED|GROCERY FS|Grocery|1|0.73|0.73|20181006|10|4|2018
6745|20181006433841|2018-10-06|9|24|150|4|76662625389|RAYBERN RST BEEF CHDR||||Grocery|1|4.99|4.99|20181006|10|4|2018
6745|20181006434011|2018-10-06|9|26|115|6|4190007284|MG TRUMOO 1% CHOC MILK|DAIRY|MEADOW GOLD MILK|GROCERY DAIRY|Grocery|1|3.88|3.88|20181006|10|4|2018
6745|20181006434072|2018-10-06|9|27|150|4|4410020783|BAILEYS CREAMER IRISH|DELI GROCERY|CREAM-NON DAIRY-REFRIG|GROCERY DAIRY|Grocery|1|3.88|3.88|20181006|10|4|2018
6745|20181006430970|2018-10-06|8|36|150|6|4154802385|DREYER FUN FLV MOCHA A|FROZEN ICE CREAM PRODUCTS|UNKNOWN SUB CATAGORY|GROCERY FROZEN|Grocery|1|2.88|2.88|20181006|10|4|2018
6745|20181006430354|2018-10-06|8|25|250|3|94621|KALE RED ORGANIC|PRODUCE|produce|PRODUCE ORGANIC|Produce|1|1.48|1.48|20181006|10|4|2018
6745|20181006432747|2018-10-06|9|5|140|7|2640041032|DG BUTTERMILK CASE|DAIRY|DARIGOLD MILK|GROCERY DAIRY|Grocery|1|1.68|1.68|20181006|10|4|2018
6745|20181006430116|2018-10-06|8|21|115|4|4240018906|MOM FROSTED FLAKES 2X|CEREALS|CEREAL BAGGED|GROCERY FS|Grocery|1|2.98|2.98|20181006|10|4|2018
6745|20181006432956|2018-10-06|9|9|110|4|7192191198|TOMBSTONE SUPREME PIZZ|FROZEN PIZZA & SNACKS|FROZ PIZZA TOMBSTONE|GROCERY FROZEN|Grocery|1|3.48|2.48|20181006|10|4|2018
6745|20181006435005|2018-10-06|9|43|110|7|7283003013|TILLAMOOK PEPPER JACK|CHEESE|CHEESE NAT SLICES|MEAT DEPT DELI TO BE DELE|Meat|1|3.68|3.68|20181006|10|4|2018
6745|20181006434632|2018-10-06|9|37|110|7|23787600000|CAKES GERMAN CHOC SLIC|IN-STORE BAKE PRODUCTS|IN STORE CAKES|BAKERY IN STORE|Bakery|1|3.98|3.98|20181006|10|4|2018
6745|20181006434707|2018-10-06|9|38|150|4|4156514124|PACE THK/CHNKY MED SAL|MEXICAN FOOD|MEXICAN FOOD SALSA|GROCERY FS|Grocery|1|3.48|3.48|20181006|10|4|2018
6745|20181006433841|2018-10-06|9|24|150|4|4154802385|DREYER FUN FLV MOCHA A|FROZEN ICE CREAM PRODUCTS|UNKNOWN SUB CATAGORY|GROCERY FROZEN|Grocery|1|2.88|2.88|20181006|10|4|2018
6745|20181006434917|2018-10-06|9|41|115|6|81809400300|ROCKSTAR PUNCHED FRUIT|BEVERAGE & MIXES|ENERGY DRINKS-WT|GROC NF PET FOOD|Grocery|1|1.68|1.68|20181006|10|4|2018
6745|20181006434828|2018-10-06|9|40|115|6|4119107111|MEADOW GOLD KRUNCH BAR|ICE CREAM NOVELTIES|UKNOWN SUB CATAGORY|GROCERY FROZEN|Grocery|1|2.98|2.98|20181006|10|4|2018
6745|20181006437768|2018-10-06|10|29|135|2|23971300000|BROWNIES PLAIN|UNKNOWN CATAGORY|BAKERY DEPT|BAKERY IN STORE|Bakery|1|4.48|4.48|20181006|10|4|2018
6745|20181006438399|2018-10-06|10|39|115|6|5000036815|I/O COFFEEMATE SF PMPK|NO CATEGORY|Default|GROCERY FS|Grocery|1|3.68|3.68|20181006|10|4|2018
6745|20181006437880|2018-10-06|10|31|150|4|1122513617|SD DESIGN PAPER PLATE|PICNIC & PLASTICS|PAPER PLATES|GROCERY NFS|Grocery|1|4.99|4.99|20181006|10|4|2018
6745|20181006438502|2018-10-06|10|41|135|2|7339000016|MENTOS MIXED FRUIT ROL|GUM & HARD ROLL CANDY|CANDY ROLLS-WNT|GROC CARB BEV CANDY|Grocery|1|0.88|0.88|20181006|10|4|2018
6745|20181006428708|2018-10-06|7|58|115|4|4114901112|WILLIAM CNTY GRAVY W/S|SPECIALTY FOODS|SPECIALTY GRAVIES|GAF FOOD|Natural Organic|1|1.48|1.48|20181006|10|4|2018
6745|20181006428191|2018-10-06|7|49|115|4|76797713221|CRAVENS VALVE REG/DECA|COFFEE & COFFEE CREAMERS|COFFEE SPECIALTY BAG|GROCERY FS|Grocery|1|10.29|10.29|20181006|10|4|2018
6745|20181006430050|2018-10-06|8|20|555|6|81809400300|ROCKSTAR PUNCHED FRUIT|BEVERAGE & MIXES|ENERGY DRINKS-WT|GROC NF PET FOOD|Grocery|1|1.68|1.68|20181006|10|4|2018
6745|20181006427777|2018-10-06|7|42|150|6|3400000312|HERSH CHOC MLK SYR BOT|ICE CREAM CONES & TOPPING|TOPPING ICE CREAM|GROCERY FS|Grocery|1|2.63|2.63|20181006|10|4|2018
6745|20181006428708|2018-10-06|7|58|115|4|4114901112|WILLIAM CNTY GRAVY W/S|SPECIALTY FOODS|SPECIALTY GRAVIES|GAF FOOD|Natural Organic|1|1.48|1.48|20181006|10|4|2018
6745|20181006427308|2018-10-06|7|35|115|4|4735|PUMPKINS|PRODUCE|produce|PRODUCE FS|Produce|1|0.38|5.88|20181006|10|4|2018
6745|20181006429494|2018-10-06|8|11|150|6|67852304006|GLUT PRETZELS|NATURAL FOODS|NATURAL-CHIPS & SNACKS|UNFI FOOD|Natural Organic|1|5.68|5.68|20181006|10|4|2018
6745|20181006430050|2018-10-06|8|20|555|6|81809400300|ROCKSTAR PUNCHED FRUIT|BEVERAGE & MIXES|ENERGY DRINKS-WT|GROC NF PET FOOD|Grocery|1|1.68|1.68|20181006|10|4|2018
6745|20181006428486|2018-10-06|7|54|115|4|4082|ONION RED DRY|PRODUCE|produce|PRODUCE FS|Produce|1|1.48|1.08|20181006|10|4|2018
6745|20181006443505|2018-10-06|12|5|150|7|4735|PUMPKINS|PRODUCE|produce|PRODUCE FS|Produce|1|0.38|6.25|20181006|10|4|2018
6745|20181006446393|2018-10-06|12|53|175|5|23787600000|CAKES GERMAN CHOC SLIC|IN-STORE BAKE PRODUCTS|IN STORE CAKES|BAKERY IN STORE|Bakery|1|3.98|3.98|20181006|10|4|2018
6745|20181006443185|2018-10-06|11|59|670|12|23666800000|DELI LUNCH SPECIAL COR|DELICATESSEN|DELI ENTREES|DELI HOT SERVICE NFS|Deli|1|2|2|20181006|10|4|2018
6745|20181006444153|2018-10-06|12|15|110|7|1138420646|ZOI GREEK YOGURT PEACH|DELI GROCERY|YOGURTS|GROCERY DAIRY|Grocery|1|0.88|0.88|20181006|10|4|2018
6745|20181006443106|2018-10-06|11|58|150|7|2970000141|IDAHOAN CRMY BTR H/S M|CANNED VEGETABLES|VEGT INST POTATOES|GROCERY FS|Grocery|5|0.48|2.4|20181006|10|4|2018
6745|20181006443505|2018-10-06|12|5|150|7|4735|PUMPKINS|PRODUCE|produce|PRODUCE FS|Produce|1|0.38|7.03|20181006|10|4|2018
6745|20181006444153|2018-10-06|12|15|110|7|4800000095|COS SOLID WHT ALBACORE|CANNED FISH|FISH TUNA-CANNED|GROCERY FS|Grocery|1|1.76|1.76|20181006|10|4|2018
6745|20181006443250|2018-10-06|12|0|230|4|1540020060|WF SML CURD 16OZ COT C|DAIRY|COTTAGE CHEESE|GROCERY DAIRY|Grocery|1|1.83|1.83|20181006|10|4|2018
6745|20181006446326|2018-10-06|12|52|110|7|83611800003|CDA PRESS DAILY NEWSPA|NO CATEGORY|Default|GROC NT/NFS|Grocery|1|1|1|20181006|10|4|2018
6745|20181006446540|2018-10-06|12|55|110|7|4190007954|D PURE HVY CRM 36% ESL|DAIRY|MEADOW GOLD MILK|GROCERY DAIRY|Grocery|1|2.48|2.48|20181006|10|4|2018
6745|20181006446396|2018-10-06|12|53|135|2|4067|SQUASH ZUCCHINI|PRODUCE|produce|PRODUCE FS|Produce|1|2.58|1.44|20181006|10|4|2018
6745|20181006443872|2018-10-06|12|11|175|2|2970000147|IDAHOAN RSTD GRLC MASH|CANNED VEGETABLES|VEGT INST POTATOES|GROCERY FS|Grocery|5|0.48|2.4|20181006|10|4|2018
6745|20181006443185|2018-10-06|11|59|670|12|2035|PEPSI FOUNTAIN DRINK 1|DELICATESSEN|FOUNTAIN|DELI SELF SERVICE FS|Deli|1|0.69|0.69|20181006|10|4|2018
6745|20181006429788|2018-10-06|8|16|115|4|61126954602|RED BULL SUGAR FREE CA|BEVERAGE & MIXES|ENERGY DRINKS-WT|GROC CARB BEV CANDY|Grocery|1|6|3|20181006|10|4|2018
6745|20181006429516|2018-10-06|8|11|115|4|1480058221|REALEMON LEMON JUICE|VEG/FRUIT JUICE BOTTLED|JUICE LEMON or LIME|GROCERY FS|Grocery|1|1.54|1.54|20181006|10|4|2018
6745|20181006445710|2018-10-06|12|41|230|4|7199030017|COORS LIGHT BEER CANS|BEER|DSD BEER18 PACKS|GROCERY BEER|Grocery|1|15.99|15.99|20181006|10|4|2018
6745|20181006445710|2018-10-06|12|41|230|4|7592530627|CRYS FRMS NCHO TACO SH|CHEESE|CHEESE SHREDDED 6-8 OZ|MEAT DEPT DELI TO BE DELE|Meat|1|2.98|2.98|20181006|10|4|2018
6745|20181006446540|2018-10-06|12|55|110|7|7794800902|CALIDAD TORTILLA CHIPS|POTATO CHIPS|POTATO CHIPS-SNACKS|GROCERY FS|Grocery|1|1.78|1.78|20181006|10|4|2018
6745|20181006443416|2018-10-06|12|3|150|7|2430004448|LIL DEB BAT BROWNIES|BAKERY PRODUCTS|PASTRIES LITTLE DEBBIE|GROCERY FS|Grocery|1|1.98|1.98|20181006|10|4|2018
6745|20181006443247|2018-10-06|12|0|150|7|61126954602|RED BULL SUGAR FREE CA|BEVERAGE & MIXES|ENERGY DRINKS-WT|GROC CARB BEV CANDY|Grocery|1|6|3|20181006|10|4|2018
6745|20181006443106|2018-10-06|11|58|150|7|7575542710|TF INDEX CARDS UNRULED|SCHOOL SUPPLIES|NOTEBOOKS-SPIRAL-ZIPOUT|GENERAL MERCHANDISE|GM|1|0.99|0.99|20181006|10|4|2018
6745|20181006443250|2018-10-06|12|0|230|4|2970000145|IDAHOAN 4CHS MASHED|CANNED VEGETABLES|VEGT INST POTATOES|GROCERY FS|Grocery|1|0.48|0.48|20181006|10|4|2018
6745|20181006443524|2018-10-06|12|5|175|2|2970000145|IDAHOAN 4CHS MASHED|CANNED VEGETABLES|VEGT INST POTATOES|GROCERY FS|Grocery|1|0.48|0.48|20181006|10|4|2018
6745|20181006446326|2018-10-06|12|52|110|7|3338320027|STRAWBERRIES PKG|PRODUCE|produce|PRODUCE FS|Produce|1|1.98|1.98|20181006|10|4|2018
6745|20181006445268|2018-10-06|12|34|230|4|3338320027|STRAWBERRIES PKG|PRODUCE|produce|PRODUCE FS|Produce|1|1.98|1.98|20181006|10|4|2018
6745|20181006445290|2018-10-06|12|34|135|2|82927451375|MEOW MIX CAT FOOD|PET FOOD - CAT|CAT FOOD PACKAGE|GROCERY NFS|Grocery|1|4.58|4.58|20181006|10|4|2018
6745|20181006443250|2018-10-06|12|0|230|4|2970000145|IDAHOAN 4CHS MASHED|CANNED VEGETABLES|VEGT INST POTATOES|GROCERY FS|Grocery|1|0.48|0.48|20181006|10|4|2018
6745|20181006442944|2018-10-06|11|55|110|4|23431600000|VEGGIES CUT MISC PEPPE|PRODUCE|PRODUCE CUT VEGGIES|PRODUCE CANDY|Produce|1|4.98|2.34|20181006|10|4|2018
6745|20181006446326|2018-10-06|12|52|110|7|3338320027|STRAWBERRIES PKG|PRODUCE|produce|PRODUCE FS|Produce|1|1.98|1.98|20181006|10|4|2018
6745|20181006446396|2018-10-06|12|53|135|2|3338320027|STRAWBERRIES PKG|PRODUCE|produce|PRODUCE FS|Produce|1|1.98|1.98|20181006|10|4|2018
6745|20181006443586|2018-10-06|12|6|175|2|23336100000|PORK CHOPS ASSORTED BI|FRESH MEAT|PORK|MEAT|Meat|1|2.98|9.51|20181006|10|4|2018
6745|20181006443829|2018-10-06|12|10|175|2|2410518000|GOLDNPLUMP ROASTED CHI|FRESH POULTRY|HONEYSUCKLE TURKEY|DELI HOT SERVICE NFS|Deli|1|6.99|6.99|20181006|10|4|2018
6745|20181006443366|2018-10-06|12|2|175|2|2970000147|IDAHOAN RSTD GRLC MASH|CANNED VEGETABLES|VEGT INST POTATOES|GROCERY FS|Grocery|1|0.48|0.48|20181006|10|4|2018
6745|20181006443897|2018-10-06|12|11|110|7|23974800000|BREAD BANANA SINGLE|UNKNOWN CATAGORY|BAKERY DEPT|BAKERY IN STORE|Bakery|1|2.98|2.98|20181006|10|4|2018
6745|20181006443505|2018-10-06|12|5|150|7|4735|PUMPKINS|PRODUCE|produce|PRODUCE FS|Produce|1|0.38|8.41|20181006|10|4|2018
6745|20181006443250|2018-10-06|12|0|230|4|4082|ONION RED DRY|PRODUCE|produce|PRODUCE FS|Produce|1|1.48|0.92|20181006|10|4|2018
6745|20181006443688|2018-10-06|12|8|150|7|7111700481|RESERS RED SKIN POTATO|DELI MISCELLANEOUS|SALADS REFRIGERATED|DELI SELF SERVICE FS|Deli|1|6.99|6.99|20181006|10|4|2018
6745|20181006443688|2018-10-06|12|8|150|7|7111700481|RESERS RED SKIN POTATO|DELI MISCELLANEOUS|SALADS REFRIGERATED|DELI SELF SERVICE FS|Deli|1|6.99|6.99|20181006|10|4|2018
6745|20181006445819|2018-10-06|12|43|115|6|8869470173|SPO PRO NACHO TRAY MIN|PRODUCE|PRODUCE MISC CONSUMABLE|PRODUCE FS|Produce|1|4.98|4.98|20181006|10|4|2018
6745|20181006446622|2018-10-06|12|57|110|7|1570005144|SWISS M CHOC SENS COCO|COCOA|COCOA|GROCERY FS|Grocery|1|1.48|1.48|20181006|10|4|2018
6745|20181006475363|2018-10-06|20|56|240|9|5000060535|COFFEEMATE ITALIAN SWE|DELI GROCERY|CREAM-NON DAIRY-REFRIG|GROCERY DAIRY|Grocery|1|4.98|4.98|20181006|10|4|2018
6745|20181006475978|2018-10-06|21|6|240|9|598|SUPER 1 BULK COFFEE|COFFEE & COFFEE CREAMERS|COFFEE BULK|GROCERY FS|Grocery|1|7.98|1.36|20181006|10|4|2018
6745|20181006444190|2018-10-06|12|16|115|6|8066095625|CORONA LIGHT BEER|BEER|beer|GROCERY BEER|Grocery|1|9.39|9.39|20181006|10|4|2018
6745|20181006484099|2018-10-06|23|21|325|8|5200032555|GATRD COOL BLUE|ASEPTICS&ISOTONIC|ISOTONIC AND GATORADE-WT|GROCERY FS|Grocery|1|1.19|1.19|20181006|10|4|2018
6745|20181006444482|2018-10-06|12|21|110|7|4067|SQUASH ZUCCHINI|PRODUCE|produce|PRODUCE FS|Produce|1|2.58|2.22|20181006|10|4|2018
6745|20181006481938|2018-10-06|22|45|245|8|7339000016|MENTOS MIXED FRUIT ROL|GUM & HARD ROLL CANDY|CANDY ROLLS-WNT|GROC CARB BEV CANDY|Grocery|1|0.88|0.88|20181006|10|4|2018
6745|20181006444263|2018-10-06|12|17|115|6|4410020783|BAILEYS CREAMER IRISH|DELI GROCERY|CREAM-NON DAIRY-REFRIG|GROCERY DAIRY|Grocery|1|3.88|3.88|20181006|10|4|2018
6745|20181006444361|2018-10-06|12|19|110|7|3022304064|TAYLOR FARMS KALE CHOP|PRODUCE|produce|PRODUCE FS|Produce|1|3.98|3.98|20181006|10|4|2018
6745|20181006446158|2018-10-06|12|49|175|5|7729090811|PEARSON NUT GOODIE BAR|CANDY|CANDY CHOCOLATE COUNT GDS|GROC CARB BEV CANDY|Grocery|1|0.99|0.99|20181006|10|4|2018
6745|20181006444482|2018-10-06|12|21|110|7|4784|SQUASH CROOKNECK YELLO|PRODUCE|produce|PRODUCE FS|Produce|1|2.58|3.33|20181006|10|4|2018
6745|20181006443923|2018-10-06|12|12|115|6|842138773|TY BEANIE NFL|TOYS & BOOKS|MISC TOYS|GENERAL MERCHANDISE|GM|1|5.98|5.98|20181006|10|4|2018
6745|20181006442944|2018-10-06|11|55|110|4|4280011400|TOTINO PARTY PEPP PIZZ|FROZEN PIZZA & SNACKS|FROZ PIZZAS|GROCERY FROZEN|Grocery|1|1.34|1.34|20181006|10|4|2018
6745|20181006478420|2018-10-06|21|47|240|9|4000050531|3MUSKETEERSFUN SIZE|CANDY LAYDOWN BAGS|CANDYFUN SIZE LAYDOWN-WN|GROC CARB BEV CANDY|Grocery|1|2.98|2.98|20181006|10|4|2018
